subject	term	payoff	d_nu	lo	hi	p_pos
45	perceptual	20.0	0.36583693620671265	-0.18002955311765678	1.064437947266877	0.90105
46	perceptual	20.0	0.16787971751294278	-0.4765602283025995	0.8757447844146949	0.70575
47	perceptual	20.0	-0.0650342748383007	-0.771566442862267	0.517210173110363	0.44245
50	perceptual	20.0	0.4386603943616069	-0.08829117949208963	1.1912535513530047	0.94125
53	perceptual	20.0	0.4371708399321557	-0.10603578397325114	1.1882938942849413	0.935
56	perceptual	20.0	0.43016449192686707	-0.1999211458309939	1.2414616189469732	0.9086
59	perceptual	20.0	0.327323815649245	-0.2202445338503818	1.0173163843641493	0.86975
62	perceptual	20.0	0.2205326152110239	-0.37295234867816096	0.8748890611250323	0.7795
63	perceptual	20.0	0.2416033663760406	-0.24101216588467608	0.8405127723840905	0.82965
67	perceptual	20.0	0.10954739280930967	-0.538024691356665	0.7785621449175796	0.6484
69	perceptual	20.0	0.15649752719811075	-0.34778465853581203	0.6795269367307923	0.74555
72	perceptual	20.0	0.3678515167150823	-0.13178675449072513	1.0248176361513008	0.90945
74	perceptual	20.0	-0.2816457116668541	-1.271602160336426	0.39801908640013217	0.2662
1	perceptual	28.0	-0.013549604254505038	-0.6330198280718584	0.5639185397545473	0.4886
2	perceptual	28.0	-0.2974136128481054	-1.0304082965583452	0.34632867070315765	0.1817
3	perceptual	28.0	0.1196607830146027	-0.436209489836384	0.701985463523318	0.67245
4	perceptual	28.0	0.021918288822100562	-0.5101962590266212	0.5303384301770819	0.54635
5	perceptual	28.0	-0.16227676519398837	-0.913089406524782	0.437328945757844	0.3267
6	perceptual	28.0	0.18597772881204744	-0.2948859173962469	0.7183845579669091	0.77715
7	perceptual	28.0	-0.09854912740515717	-0.7774848606573249	0.47208273689231395	0.38735
9	perceptual	28.0	-0.23550403675355064	-0.8017776889712291	0.26791859579660476	0.17255
10	perceptual	28.0	0.008748636166498597	-0.6199064277161923	0.5791200696020146	0.52965
11	perceptual	28.0	-0.23452949386540772	-0.931241996570324	0.3189127505354264	0.22985
18	perceptual	28.0	-0.22681693490703903	-0.8434340166372218	0.3083637680991585	0.2121
19	perceptual	28.0	0.23121902768106398	-0.34881098010751277	0.8442645632926477	0.8001
