model	param	stim	subject	exponent	c	r2	sigma_at_28
logflex2	perceptual	vertex	30	0.11936111319045827	0.165783291978544	0.5227544915476882	0.2467602222940428
logflex2	perceptual	vertex	31	0.02510125182663345	0.1862301366054507	0.10907922506331214	0.20247687996616143
logflex2	perceptual	vertex	34	-0.02026523364052609	0.20122518123183816	0.013602136571285617	0.1880855067721707
logflex2	perceptual	vertex	35	-0.2384343083733232	0.308676850025642	0.7228707835462046	0.1394607304017216
logflex2	perceptual	vertex	36	0.28207835291315164	0.0897606376854367	0.983639638938531	0.22977241197686232
logflex2	perceptual	vertex	37	0.15270644642644013	0.12090513833114086	0.5763513845135997	0.2011106726853685
logflex2	perceptual	vertex	45	-0.0484169424516446	0.18502584126991764	0.1297550405749497	0.15745825001520977
logflex2	perceptual	vertex	46	0.0202535317673301	0.20304375631465335	0.022278110771866255	0.2172199455240134
logflex2	perceptual	vertex	47	0.01059248064103821	0.21368393489607415	0.009682679218864898	0.22136087654762948
logflex2	perceptual	vertex	50	0.3016958432712739	0.061820959469064615	0.8781625546936943	0.16894187259209667
logflex2	perceptual	vertex	53	0.3079145390250374	0.08776089766111911	0.8991548044472737	0.24485109743112302
logflex2	perceptual	vertex	56	0.04094793439578604	0.15105633517846695	0.08398211522299226	0.1731398656049942
logflex2	perceptual	vertex	59	0.45348145368998755	0.051501944591328654	0.9734332819426864	0.23339038211697352
logflex2	perceptual	vertex	62	0.11777629263890464	0.11110057851893691	0.7931310902239133	0.16449671449747613
logflex2	perceptual	vertex	63	0.17655880186923786	0.09979731646969738	0.6725138945339577	0.179732804710434
logflex2	perceptual	vertex	67	0.23819724141636972	0.1143429926898796	0.8998907640858624	0.2528824006894509
logflex2	perceptual	vertex	69	0.34825466930490456	0.07757077851770489	0.9335874918007347	0.24755841404989254
logflex2	perceptual	vertex	72	0.24346791280259963	0.07184984857559923	0.7096204946160287	0.1617195047116997
logflex2	perceptual	vertex	74	-0.1114331494853383	0.3473163242783339	0.11872151427896527	0.2395873141145773
logflex2	n1 (first)	ips	1	-0.1594357684453727	0.31261684590578714	0.586867887535637	0.1837738121249004
logflex2	n1 (first)	ips	2	-0.15181590767472733	0.4262873094657752	0.7108486084934267	0.25704004812510084
logflex2	n1 (first)	ips	3	-0.11199500328562675	0.26352105980073726	0.67808311904698	0.18144326822203094
logflex2	n1 (first)	ips	4	0.0811077239330366	0.2047539289000334	0.6816284413074238	0.2682921328575133
logflex2	n1 (first)	ips	5	-0.19193740292280304	0.43875993500510446	0.9016438554033787	0.23145321052123366
logflex2	n1 (first)	ips	6	0.07254110207524081	0.19787308903211873	0.6674094964898141	0.2519794781324341
logflex2	n1 (first)	ips	7	0.004566586008336811	0.29309414993162364	0.001785625572174876	0.2975882104405586
logflex2	n1 (first)	ips	9	0.1153528870135458	0.15541939972014265	0.5364750667862681	0.22826487288001976
logflex2	n1 (first)	ips	10	-0.11170460910648072	0.3840148472463313	0.4915526905153028	0.2646633429223518
logflex2	n1 (first)	ips	11	0.10530966000603471	0.1543356005027489	0.4384668351558235	0.21921276315041616
logflex2	n1 (first)	ips	18	0.1452713103235888	0.1541889409495878	0.7753824654358623	0.250197962657105
logflex2	n1 (first)	ips	19	0.11574680196691296	0.18045018845301417	0.723874396127299	0.26537576188413364
logflex2	n1 (first)	ips	21	-0.10622647401176258	0.4004870050285232	0.619781387083975	0.2811007042680936
logflex2	n1 (first)	ips	25	0.2005589355549854	0.11684867132150821	0.9205175086459165	0.22796294178836762
logflex2	n1 (first)	ips	26	0.043220290991351044	0.19893153936415756	0.5510688546753708	0.22974720386207367
logflex2	n1 (first)	ips	29	0.007581038462300365	0.25877152058204006	0.003937999435380646	0.26539176240653656
logflex2	n1 (first)	ips	30	0.13130041760093794	0.1711519549553116	0.8888237930976937	0.26509059383597633
logflex2	n1 (first)	ips	31	-0.1350264947242175	0.33133084357475756	0.9473045127027626	0.2112794170573681
logflex2	n1 (first)	ips	34	0.006909244811878385	0.22973724718766197	0.0027907063715405522	0.23508784882469477
logflex2	n1 (first)	ips	35	-0.14994443339844238	0.3674138533782197	0.6997854353007068	0.22292677657014714
logflex2	n1 (first)	ips	36	-0.02348070409222353	0.2489015880001599	0.15975540593886395	0.2301692899294891
logflex2	n1 (first)	ips	37	-0.049842314586502914	0.27081214323380304	0.35056928826393563	0.22937095795170112
logflex2	n1 (first)	ips	45	-0.10825275794829878	0.3331876084424819	0.5578132481459508	0.23228972141751056
logflex2	n1 (first)	ips	46	-0.06413824216490357	0.30948546067530597	0.7797398270818742	0.24993212334762285
logflex2	n1 (first)	ips	47	-0.07600842000057169	0.2856673885553973	0.8363288913249889	0.221750429271011
logflex2	n1 (first)	ips	50	0.030946909453127957	0.22905347780027555	0.06987028059336031	0.2539346460914
logflex2	n1 (first)	ips	53	0.08413997871416277	0.2089483542265398	0.44595609655241997	0.27656855507575784
logflex2	n1 (first)	ips	56	-0.061411234470867625	0.2768325045909726	0.6033889425713517	0.22560323391495998
logflex2	n1 (first)	ips	59	0.01016268077583089	0.24714086775415725	0.07073386057529452	0.2556533996678463
logflex2	n1 (first)	ips	62	-0.09207448731948173	0.29036189498196563	0.5835529935303064	0.21364527298327246
logflex2	n1 (first)	ips	63	-0.07871626992676026	0.3003538148365958	0.3414903983342923	0.23105654239558066
logflex2	n1 (first)	ips	67	-0.014462184886591364	0.2523405485492523	0.07438972256380327	0.24046837899732365
logflex2	n1 (first)	ips	69	-0.04644295541775883	0.32664707070169346	0.1787716007246981	0.2798133763850893
logflex2	n1 (first)	ips	72	0.025540587039669594	0.19646961285483522	0.12398419238607727	0.21392259344561176
logflex2	n1 (first)	ips	74	-0.0975417620459925	0.3647934730423858	0.6063396538352401	0.26356559298571175
logflex2	n2 (second)	ips	1	0.1316114068042482	0.12297696118023654	0.9653987876748441	0.1906717100540044
logflex2	n2 (second)	ips	2	0.07612208816835307	0.20108864213701522	0.624234494571605	0.25914822155923817
logflex2	n2 (second)	ips	3	0.18754222677128296	0.09228410234507066	0.928480228000816	0.1723971697999498
logflex2	n2 (second)	ips	4	0.19458651897306126	0.11933510532252409	0.9718197367529118	0.2282262868238067
logflex2	n2 (second)	ips	5	0.07334706184854835	0.1564593391758506	0.9688802032268524	0.19977736528792814
logflex2	n2 (second)	ips	6	0.16556746034758957	0.11803334110374725	0.8061618604293541	0.20493067974958046
logflex2	n2 (second)	ips	7	0.18628979931583212	0.15452527979784975	0.6987081432157627	0.28746853642299885
logflex2	n2 (second)	ips	9	0.186289288069766	0.1023920967621199	0.9398014908674908	0.1904831111912958
logflex2	n2 (second)	ips	10	0.15853562885175917	0.13568476895105966	0.7998284443389929	0.2301215062399973
logflex2	n2 (second)	ips	11	0.2078378914964695	0.09591607392500388	0.9238924409741047	0.1917192262764871
logflex2	n2 (second)	ips	18	0.22152834990799894	0.10915319708934217	0.8845342424936038	0.22836155489768487
logflex2	n2 (second)	ips	19	0.2498353461798775	0.09596442449842885	0.8585438850671259	0.22062843831289813
logflex2	n2 (second)	ips	21	0.1310175723854381	0.16334200854286215	0.8658406105852656	0.25275573806342055
logflex2	n2 (second)	ips	25	0.22130367130650253	0.10078070760064602	0.9919367784669368	0.21068750908487985
logflex2	n2 (second)	ips	26	0.14780632592927304	0.12626432473675842	0.8788116214753738	0.20662352774699555
logflex2	n2 (second)	ips	29	0.14646408197505875	0.14396923129249684	0.9243810391502256	0.23454509676628257
logflex2	n2 (second)	ips	30	0.18283864160513222	0.13114572612457603	0.9167377286364379	0.24118514240030844
logflex2	n2 (second)	ips	31	0.09995581021183127	0.14258063539764138	0.6135563797217843	0.19893555015792297
logflex2	n2 (second)	ips	34	0.14897734763837805	0.12499554690798012	0.7474110350549772	0.20534697341866526
logflex2	n2 (second)	ips	35	-0.0414144882894593	0.22060119593024122	0.31258578583679797	0.192165116341484
logflex2	n2 (second)	ips	36	0.12937407542270235	0.1317658053801923	0.8879842562948552	0.20278108999818117
logflex2	n2 (second)	ips	37	0.134745831193221	0.13198929391880498	0.9595453454117857	0.2067936588681351
logflex2	n2 (second)	ips	45	0.19893198612330093	0.12189035847976713	0.9361321212931273	0.23651319544100402
logflex2	n2 (second)	ips	46	0.12512671264571382	0.1514842483681005	0.874178789826552	0.22985057976186762
logflex2	n2 (second)	ips	47	0.11692204370622919	0.13623983005811818	0.8880669965212354	0.20114478062012237
logflex2	n2 (second)	ips	50	0.2358687355486106	0.10352240655699256	0.8914466940255137	0.2271818827278974
logflex2	n2 (second)	ips	53	0.23350542859378437	0.1127359797333451	0.9169342613291621	0.24546060469860437
logflex2	n2 (second)	ips	56	0.046217256219463675	0.17614642277449663	0.6599575946989679	0.2054742961120335
logflex2	n2 (second)	ips	59	0.20355577202512345	0.12124075139599161	0.9945831842554526	0.23890541282923353
logflex2	n2 (second)	ips	62	0.08174062524949137	0.1538797077581352	0.890667717109943	0.20205656012938883
logflex2	n2 (second)	ips	63	0.1679111950516567	0.1208929301872785	0.8928576568238141	0.21154118778753866
logflex2	n2 (second)	ips	67	0.14500323293313352	0.12611195870273473	0.9262503026872719	0.20445553116425663
logflex2	n2 (second)	ips	69	0.21160133248625104	0.11843771573887654	0.8789567568482873	0.2397234893170402
logflex2	n2 (second)	ips	72	0.18086951098755127	0.10520117655354447	0.981222284509144	0.19220618662160266
logflex2	n2 (second)	ips	74	0.14987769696078018	0.14563471232690467	0.7232157575605515	0.23997257691845614
logflex2	memory	ips	1	-0.20764467024991673	1.3836376715002594	0.7003408804767014	0.6926721485506478
logflex2	memory	ips	2	-0.22411800614313898	1.5144631036994713	0.9474729980061651	0.7176695578347224
logflex2	memory	ips	3	-0.22185594129647254	1.4913153040092955	0.9322531735093881	0.7120473383955118
logflex2	memory	ips	4	-0.043195581936023665	0.9514068583893419	0.5739295580856503	0.8238638451262453
logflex2	memory	ips	5	-0.20485722134107962	1.5338485726227484	0.9449851826103112	0.775035710296658
logflex2	memory	ips	6	-0.06715887835118815	0.9831061910808955	0.5877685585304648	0.7859789607062951
logflex2	memory	ips	7	-0.13895030554209556	1.1717455834388595	0.9007503133520175	0.7374800468853224
logflex2	memory	ips	9	-0.0067308467376314	0.7812797373678313	0.019602803814437353	0.7639518062105483
logflex2	memory	ips	10	-0.20249351934848228	1.5098931678542935	0.9488912646415432	0.76896415742297
logflex2	memory	ips	11	-0.06903088280355327	0.9474336443593743	0.5183141900379844	0.7527490333074724
logflex2	memory	ips	18	-0.04014944261620356	0.8467905124515942	0.31992042822931566	0.7407529592844663
logflex2	memory	ips	19	-0.05002118548223234	0.8958782020734557	0.42147001265786466	0.7583337928560848
logflex2	memory	ips	21	-0.18616197731454065	1.3919194072126537	0.9281585828290203	0.7485284119604484
logflex2	memory	ips	25	-0.06436680366644831	0.9284523329906804	0.4856219518667264	0.7492222648846453
logflex2	memory	ips	26	-0.10407443708114947	1.104826393674373	0.8087333845607558	0.7810554790061588
logflex2	memory	ips	29	-0.11554478767660893	1.1186194454186873	0.7919124340882726	0.7611509558668561
logflex2	memory	ips	30	-0.09202561338949217	1.0391503707513572	0.769498634780232	0.7647206035973263
logflex2	memory	ips	31	-0.18292765318421744	1.3699083154277256	0.9185015775492569	0.7446741517957645
logflex2	memory	ips	34	-0.1066130306779896	1.1084733439289975	0.6640035605282261	0.7770327976731026
logflex2	memory	ips	35	-0.07138623672997026	0.9964119541209542	0.5446354145797692	0.785473908429271
logflex2	memory	ips	36	-0.13229630254503105	1.2147603713496338	0.9503944884213172	0.7816943247615161
logflex2	memory	ips	37	-0.14176714017143904	1.2288418186489318	0.8959520603342539	0.766190083733285
logflex2	memory	ips	45	-0.21800776717931722	1.4864547070419512	0.833023221222436	0.7188859394634335
logflex2	memory	ips	46	-0.15411596760253007	1.248974088688576	0.8895874424659949	0.747348673976381
logflex2	memory	ips	47	-0.151337965902756	1.2179729365150367	0.872379761517639	0.7355762281025838
logflex2	memory	ips	50	-0.10913261040157037	1.0768133320180229	0.8055218092772902	0.7485284132346318
logflex2	memory	ips	53	-0.12337257044022071	1.1785418972814319	0.8140303352106211	0.7812776851811101
logflex2	memory	ips	56	-0.105095780807001	1.0738882365732183	0.8876638246519428	0.7566044335895066
logflex2	memory	ips	59	-0.13219868183951444	1.1714162037419174	0.954324808870018	0.7540477406346731
logflex2	memory	ips	62	-0.14846244464161554	1.1738263789690044	0.8985598469600573	0.7157399290422957
logflex2	memory	ips	63	-0.16913526296033293	1.3202638663165007	0.8313843367027627	0.7514416851628984
logflex2	memory	ips	67	-0.10582054176102357	1.096052532662371	0.7486515638716903	0.7703575140825694
logflex2	memory	ips	69	-0.19521174114186735	1.5301062367507945	0.9067197703359757	0.7983978271505086
logflex2	memory	ips	72	-0.11830028103220262	1.1203669250420858	0.8201161022526698	0.7553723392632204
logflex2	memory	ips	74	-0.18729829820039098	1.3687767756301021	0.9434274070149815	0.7333011926154676
logflex2	perceptual	ips	1	0.1316114068042482	0.12297696118023654	0.9653987876748441	0.1906717100540044
logflex2	perceptual	ips	2	0.07612208816835307	0.20108864213701522	0.624234494571605	0.25914822155923817
logflex2	perceptual	ips	3	0.18754222677128296	0.09228410234507066	0.928480228000816	0.1723971697999498
logflex2	perceptual	ips	4	0.19458651897306126	0.11933510532252409	0.9718197367529118	0.2282262868238067
logflex2	perceptual	ips	5	0.07334706184854835	0.1564593391758506	0.9688802032268524	0.19977736528792814
logflex2	perceptual	ips	6	0.16556746034758957	0.11803334110374725	0.8061618604293541	0.20493067974958046
logflex2	perceptual	ips	7	0.18628979931583212	0.15452527979784975	0.6987081432157627	0.28746853642299885
logflex2	perceptual	ips	9	0.186289288069766	0.1023920967621199	0.9398014908674908	0.1904831111912958
logflex2	perceptual	ips	10	0.15853562885175917	0.13568476895105966	0.7998284443389929	0.2301215062399973
logflex2	perceptual	ips	11	0.2078378914964695	0.09591607392500388	0.9238924409741047	0.1917192262764871
logflex2	perceptual	ips	18	0.22152834990799894	0.10915319708934217	0.8845342424936038	0.22836155489768487
logflex2	perceptual	ips	19	0.2498353461798775	0.09596442449842885	0.8585438850671259	0.22062843831289813
logflex2	perceptual	ips	21	0.1310175723854381	0.16334200854286215	0.8658406105852656	0.25275573806342055
logflex2	perceptual	ips	25	0.22130367130650253	0.10078070760064602	0.9919367784669368	0.21068750908487985
logflex2	perceptual	ips	26	0.14780632592927304	0.12626432473675842	0.8788116214753738	0.20662352774699555
logflex2	perceptual	ips	29	0.14646408197505875	0.14396923129249684	0.9243810391502256	0.23454509676628257
logflex2	perceptual	ips	30	0.18283864160513222	0.13114572612457603	0.9167377286364379	0.24118514240030844
logflex2	perceptual	ips	31	0.09995581021183127	0.14258063539764138	0.6135563797217843	0.19893555015792297
logflex2	perceptual	ips	34	0.14897734763837805	0.12499554690798012	0.7474110350549772	0.20534697341866526
logflex2	perceptual	ips	35	-0.0414144882894593	0.22060119593024122	0.31258578583679797	0.192165116341484
logflex2	perceptual	ips	36	0.12937407542270235	0.1317658053801923	0.8879842562948552	0.20278108999818117
logflex2	perceptual	ips	37	0.134745831193221	0.13198929391880498	0.9595453454117857	0.2067936588681351
logflex2	perceptual	ips	45	0.19893198612330093	0.12189035847976713	0.9361321212931273	0.23651319544100402
logflex2	perceptual	ips	46	0.12512671264571382	0.1514842483681005	0.874178789826552	0.22985057976186762
logflex2	perceptual	ips	47	0.11692204370622919	0.13623983005811818	0.8880669965212354	0.20114478062012237
logflex2	perceptual	ips	50	0.2358687355486106	0.10352240655699256	0.8914466940255137	0.2271818827278974
logflex2	perceptual	ips	53	0.23350542859378437	0.1127359797333451	0.9169342613291621	0.24546060469860437
logflex2	perceptual	ips	56	0.046217256219463675	0.17614642277449663	0.6599575946989679	0.2054742961120335
logflex2	perceptual	ips	59	0.20355577202512345	0.12124075139599161	0.9945831842554526	0.23890541282923353
logflex2	perceptual	ips	62	0.08174062524949137	0.1538797077581352	0.890667717109943	0.20205656012938883
logflex2	perceptual	ips	63	0.1679111950516567	0.1208929301872785	0.8928576568238141	0.21154118778753866
logflex2	perceptual	ips	67	0.14500323293313352	0.12611195870273473	0.9262503026872719	0.20445553116425663
logflex2	perceptual	ips	69	0.21160133248625104	0.11843771573887654	0.8789567568482873	0.2397234893170402
logflex2	perceptual	ips	72	0.18086951098755127	0.10520117655354447	0.981222284509144	0.19220618662160266
logflex2	perceptual	ips	74	0.14987769696078018	0.14563471232690467	0.7232157575605515	0.23997257691845614
