label	choice_noise	prior_corr	prior_pair	space	form	placement	draws	chains	n_anchors	divergences	max_rhat_group	min_ess_group	worst_group_par	max_rhat_subject	min_ess_subject	worst_subject_par	anchor_corr_posterior	anchor_corr_pair	anchor_corr_design	ok_group
log-power-nullind.klw	consistent	0.4377636187140845	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	nullind	3000	4	2	88	1.01	496.0	log_n1_power_sd7_sd[Intercept]	1.02	139.0	log_safe_prior_mu[25, Intercept]	-0.33128992503638127	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-power-nullind	raw_evidence_sd	0.5800385451935368	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	nullind	3000	4	2	0	1.0	2327.0	log_n1_power_sd7_sd[Intercept]	1.0	1399.0	log_risky_prior_mu[2, Intercept]	-0.367323454503434	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-power-perc.klw	consistent	0.6144138244114643	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	perc	3000	4	2	2	1.0	2176.0	log_risky_prior_sd_sd[Intercept]	1.0	4302.0	log_risky_prior_sd[19, Intercept]	-0.21064780181635664	log_perc_power_sd7 ~ log_perc_power_sd112	0.5954241144782656	True
log-power-perc	raw_evidence_sd	0.6216830075629428	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	perc	3000	4	2	0	1.0	3346.0	log_risky_prior_sd_sd[Intercept]	1.0	5487.0	log_risky_prior_sd[9, Intercept]	-0.27791728264917553	log_perc_power_sd7 ~ log_perc_power_sd112	0.5954241144782656	True
log-power-percmem.klw	consistent	0.6022138548353961	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	percmem	3000	4	2	5	1.0	1765.0	log_risky_prior_sd_sd[Intercept]	1.0	3626.0	log_risky_prior_sd[19, Intercept]	-0.20095826227621993	log_perc_power_sd7 ~ log_perc_power_sd112	0.5954241144782656	True
log-power-percmem	raw_evidence_sd	0.6020197628247332	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	percmem	3000	4	2	0	1.0	2549.0	log_risky_prior_sd_sd[Intercept]	1.0	4194.0	log_risky_prior_sd[9, Intercept]	-0.2745317900891849	log_perc_power_sd7 ~ log_perc_power_sd112	0.5954241144782656	True
log-power-pmu.klw	consistent	0.9098898687068753	log_risky_prior_mu_mu ~ log_safe_prior_mu_mu	log	power	pmu	3000	4	2	6	1.52	7.0	log_risky_prior_mu_mu[Intercept]	1.47	8.0	log_n2_power_sd112[4, Intercept]	0.43009887921203865	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	False
log-power-pmu	raw_evidence_sd	0.5242540981774562	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	pmu	3000	4	2	0	1.0	1929.0	log_n1_power_sd7_sd[Intercept]	1.0	934.0	log_risky_prior_mu[2, Intercept]	-0.35184704915946713	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-power-pmusd.klw	consistent	0.39945795917991417	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	pmusd	3000	4	2	26	1.0	1779.0	log_n1_power_sd7_sd[Intercept]	1.01	1219.0	log_risky_prior_mu[2, Intercept]	-0.29234905787915205	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-power-pmusd	raw_evidence_sd	0.5585794781652922	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	pmusd	3000	4	2	0	1.0	2031.0	log_n2_power_sd7_sd[Intercept]	1.0	1152.0	log_risky_prior_mu[2, Intercept]	-0.33967095924275276	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-power-psd.klw	consistent	0.4432270784888777	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	psd	3000	4	2	147	1.0	972.0	log_risky_prior_mu_sd[Intercept]	1.01	502.0	log_risky_prior_mu[25, Intercept]	-0.2864298866960061	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-power-psd	raw_evidence_sd	0.5972190126223036	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	power	psd	3000	4	2	3	1.0	1061.0	log_n2_power_sd7_sd[Intercept]	1.01	659.0	log_safe_prior_mu[2, Intercept]	-0.3279061719324614	log_n2_power_sd7 ~ log_n2_power_sd112	0.5954241144782656	True
log-spl3-mem.klw	consistent	0.4163018868571497	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	mem	3000	4	3	13	1.0	2390.0	log_risky_prior_sd_sd[Intercept]	1.0	2554.0	log_safe_prior_mu[35, Intercept]	-0.11008502931166134	log_perc_spl3_sd20 ~ log_perc_spl3_sd112	0.4135428156184786	True
log-spl3-mem	raw_evidence_sd	0.4401047956556426	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	mem	3000	4	3	0	1.0	1548.0	log_mem_spl3_sd20_sd[stimulation_condition[T.vertex]]	1.01	443.0	log_mem_spl3_sd20[9, stimulation_condition[T.vertex]]	-0.14961832835277059	log_perc_spl3_sd20 ~ log_perc_spl3_sd112	0.4135428156184786	True
log-spl3-n1.klw	consistent	0.37528380584980636	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1	3000	4	3	4	1.0	1808.0	log_n1_spl3_sd7_sd[Intercept]	1.01	1003.0	log_risky_prior_mu[2, Intercept]	-0.11283283792088397	log_n2_spl3_sd20 ~ log_n2_spl3_sd112	0.4135428156184786	True
log-spl3-n1	raw_evidence_sd	0.49637692908607395	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1	3000	4	3	0	1.01	562.0	log_n1_spl3_sd7_sd[Intercept]	1.02	286.0	log_safe_prior_mu[9, Intercept]	0.2041917507452163	log_n1_spl3_sd7 ~ log_n1_spl3_sd20	0.4135428156184786	True
log-spl3-n1n2.klw	consistent	0.4353803173636187	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1n2	3000	4	3	96	1.04	65.0	log_n1_spl3_sd7_sd[Intercept]	1.21	14.0	log_n2_spl3_sd20[25, Intercept]	-0.12936018864099988	log_n2_spl3_sd20 ~ log_n2_spl3_sd112	0.4135428156184786	False
log-spl3-n1n2.pathfinder	raw_evidence_sd	0.5568589315264382	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1n2	3000	8	3	0	1.05	94.0	log_n1_spl3_sd7_sd[Intercept]	1.14	39.0	log_risky_prior_mu[25, Intercept]	0.20573680891189974	log_n1_spl3_sd7 ~ log_n1_spl3_sd20	0.4135428156184786	False
log-spl3-n1n2	raw_evidence_sd	0.5745207882316467	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1n2	3000	4	3	0	1.07	39.0	log_risky_prior_mu_sd[Intercept]	1.16	17.0	log_n1_spl3_sd7[25, Intercept]	0.19196426393484253	log_n1_spl3_sd7 ~ log_n1_spl3_sd20	0.4135428156184786	False
log-spl3-n1n2pmu	raw_evidence_sd	0.5512010348060182	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1n2pmu	3000	4	3	0	1.01	642.0	log_risky_prior_mu_mu[Intercept]	1.03	242.0	log_safe_prior_mu[25, Intercept]	-0.16777235434759397	log_n2_spl3_sd20 ~ log_n2_spl3_sd112	0.4135428156184786	True
log-spl3-n1n2psd	raw_evidence_sd	0.5881134857381893	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n1n2psd	3000	4	3	0	1.02	327.0	log_n1_spl3_sd7_sd[Intercept]	1.03	164.0	log_safe_prior_mu[25, Intercept]	0.27163088277693564	log_n1_spl3_sd7 ~ log_n1_spl3_sd20	0.4135428156184786	False
log-spl3-n2.klw	consistent	0.4722358061812243	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n2	3000	4	3	32	1.03	128.0	log_risky_prior_mu_sd[Intercept]	1.15	20.0	log_n2_spl3_sd20[25, Intercept]	-0.10782589808734543	log_n2_spl3_sd20 ~ log_n2_spl3_sd112	0.4135428156184786	False
log-spl3-n2	raw_evidence_sd	0.5833931514725836	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	n2	3000	4	3	0	1.04	80.0	log_risky_prior_mu_sd[Intercept]	1.15	18.0	log_risky_prior_mu[25, Intercept]	0.15301920720967355	log_n1_spl3_sd7 ~ log_n1_spl3_sd20	0.4135428156184786	False
log-spl3-null.klw	consistent	0.5414645004853617	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	null	3000	4	3	9	1.0	2361.0	log_risky_prior_sd_sd[Intercept]	1.0	1936.0	log_safe_prior_mu[35, Intercept]	-0.10057263515903589	log_perc_spl3_sd20 ~ log_perc_spl3_sd112	0.4135428156184786	True
log-spl3-null	raw_evidence_sd	0.5258984348352002	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	null	3000	4	3	0	1.0	1773.0	log_risky_prior_sd_sd[Intercept]	1.0	2597.0	log_risky_prior_sd[9, Intercept]	-0.16942079845532843	log_perc_spl3_sd7 ~ log_perc_spl3_sd20	0.4135428156184786	True
log-spl3-nullind.klw	consistent	0.5328357460542219	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	nullind	3000	4	3	9	1.01	1235.0	log_n1_spl3_sd7_sd[Intercept]	1.01	368.0	log_safe_prior_mu[25, Intercept]	-0.1503039265774845	log_n2_spl3_sd20 ~ log_n2_spl3_sd112	0.4135428156184786	True
log-spl3-nullind	raw_evidence_sd	0.6481994139278454	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	nullind	3000	4	3	0	1.01	1952.0	log_n1_spl3_sd20_sd[Intercept]	1.01	1111.0	log_risky_prior_mu[2, Intercept]	0.2783123290087705	log_n1_spl3_sd7 ~ log_n1_spl3_sd112	0.4135428156184786	True
log-spl3-perc.klw	consistent	0.5564665802282375	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	perc	3000	4	3	6	1.0	2141.0	log_risky_prior_sd_sd[Intercept]	1.0	3148.0	log_safe_prior_mu[35, Intercept]	-0.07608648298056192	log_perc_spl3_sd7 ~ log_perc_spl3_sd20	0.4135428156184786	True
log-spl3-perc	raw_evidence_sd	0.5493609585071356	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	perc	3000	4	3	1	1.0	2339.0	log_risky_prior_sd_sd[Intercept]	1.0	3996.0	log_risky_prior_sd[19, Intercept]	-0.1678966278159514	log_perc_spl3_sd7 ~ log_perc_spl3_sd20	0.4135428156184786	True
log-spl3-percmem.klw	consistent	0.5250131228842138	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	percmem	3000	4	3	11	1.0	1968.0	log_risky_prior_sd_sd[Intercept]	1.0	3341.0	log_safe_prior_mu[35, Intercept]	-0.07717090281184212	log_perc_spl3_sd7 ~ log_perc_spl3_sd20	0.4135428156184786	True
log-spl3-percmem	raw_evidence_sd	0.5641182801579551	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	percmem	3000	4	3	0	1.0	1929.0	log_risky_prior_sd_sd[Intercept]	1.0	3302.0	log_safe_prior_mu[35, Intercept]	-0.15177827587949286	log_perc_spl3_sd7 ~ log_perc_spl3_sd20	0.4135428156184786	True
log-spl3-pmu	raw_evidence_sd	0.5888010050644418	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	pmu	3000	4	3	0	1.01	1789.0	log_n1_spl3_sd20_sd[Intercept]	1.01	736.0	log_risky_prior_mu[2, Intercept]	0.20585651547798947	log_n1_spl3_sd7 ~ log_n1_spl3_sd112	0.4135428156184786	True
log-spl3-pmusd	raw_evidence_sd	0.6358602601181178	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	pmusd	3000	4	3	0	1.0	1922.0	log_n2_spl3_sd7_sd[Intercept]	1.01	908.0	log_risky_prior_mu[2, Intercept]	0.2953616754651546	log_n1_spl3_sd7 ~ log_n1_spl3_sd20	0.4135428156184786	True
log-spl3-psd	raw_evidence_sd	0.6535791040756581	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl3	psd	3000	4	3	0	1.0	1879.0	log_n2_spl3_sd7_sd[Intercept]	1.0	1088.0	log_risky_prior_mu[2, Intercept]	0.2927607460161226	log_n1_spl3_sd7 ~ log_n1_spl3_sd112	0.4135428156184786	True
log-spl5-mem.klw	consistent	0.2707118343522973	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	mem	3000	4	5	2	1.0	2965.0	log_perc_spl5_sd20_sd[Intercept]	1.0	3420.0	log_safe_prior_mu[29, Intercept]	0.16755450082334086	log_mem_spl5_sd13 ~ log_mem_spl5_sd30	0.39767980442684403	True
log-spl5-mem	raw_evidence_sd	0.37969466710426664	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	mem	3000	4	5	0	1.01	999.0	log_mem_spl5_sd30_sd[stimulation_condition[T.vertex]]	1.01	675.0	log_mem_spl5_sd30[30, stimulation_condition[T.vertex]]	0.2201241569218732	log_mem_spl5_sd7 ~ log_mem_spl5_sd20	0.39767980442684403	True
log-spl5-n1.klw	consistent	0.4317590296757693	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	n1	3000	4	5	15	1.01	855.0	log_n1_spl5_sd20_sd[stimulation_condition[T.vertex]]	1.01	660.0	log_safe_prior_mu[9, Intercept]	0.1738120429382761	log_n1_spl5_sd13 ~ log_n1_spl5_sd20	0.39767980442684403	True
log-spl5-n1	raw_evidence_sd	0.5273640453675545	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	n1	3000	4	5	0	1.0	1394.0	log_n1_spl5_sd112_sd[Intercept]	1.0	1679.0	log_safe_prior_mu[67, Intercept]	0.24146120587152178	log_n1_spl5_sd7 ~ log_n1_spl5_sd20	0.39767980442684403	True
log-spl5-n1n2.klw	consistent	0.4198531456094103	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	n1n2	3000	4	5	12	1.0	2784.0	log_n1_spl5_sd30_sd[Intercept]	1.0	2345.0	log_risky_prior_mu[2, Intercept]	0.12718484756639375	log_n1_spl5_sd20 ~ log_n1_spl5_sd30	0.39767980442684403	True
log-spl5-n1n2	raw_evidence_sd	0.5559625259769035	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	n1n2	3000	4	5	0	1.0	1237.0	log_n2_spl5_sd7_sd[Intercept]	1.0	1951.0	log_n2_spl5_sd112[9, Intercept]	0.21593603094433714	log_n1_spl5_sd7 ~ log_n1_spl5_sd30	0.39767980442684403	True
log-spl5-n2.klw	consistent	0.43416919308042434	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	n2	3000	4	5	17	1.0	1256.0	log_n2_spl5_sd20_sd[Intercept]	1.01	382.0	log_safe_prior_mu[25, Intercept]	0.2270339661334172	log_n1_spl5_sd20 ~ log_n1_spl5_sd30	0.39767980442684403	True
log-spl5-n2	raw_evidence_sd	0.6036340113598024	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	n2	3000	4	5	0	1.0	1397.0	log_n2_spl5_sd112_sd[Intercept]	1.0	868.0	log_risky_prior_mu[2, Intercept]	0.34498870251527336	log_n1_spl5_sd20 ~ log_n1_spl5_sd30	0.39767980442684403	True
log-spl5-null.klw	consistent	0.39311523909497725	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	null	3000	4	5	2	1.0	1423.0	log_mem_spl5_sd112_sd[Intercept]	1.0	1737.0	log_mem_spl5_sd112[4, Intercept]	-0.1529460010067093	log_mem_spl5_sd30 ~ log_mem_spl5_sd112	0.39767980442684403	True
log-spl5-null	raw_evidence_sd	0.4433428253478909	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	null	3000	4	5	0	1.0	1349.0	log_perc_spl5_sd112_sd[Intercept]	1.0	2147.0	log_mem_spl5_sd112[4, Intercept]	0.22853426177339847	log_mem_spl5_sd13 ~ log_mem_spl5_sd30	0.39767980442684403	True
log-spl5-nullind.klw	consistent	0.4321866862175217	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	nullind	3000	4	5	1	1.01	1768.0	log_n2_spl5_sd20_sd[Intercept]	1.01	501.0	log_safe_prior_mu[69, Intercept]	0.1844296665215995	log_n1_spl5_sd20 ~ log_n1_spl5_sd30	0.39767980442684403	True
log-spl5-nullind	raw_evidence_sd	0.5996296433798921	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	nullind	3000	4	5	0	1.01	1394.0	log_n1_spl5_sd30_sd[Intercept]	1.0	1995.0	log_risky_prior_mu[2, Intercept]	0.3549307391203313	log_n1_spl5_sd20 ~ log_n1_spl5_sd30	0.39767980442684403	True
log-spl5-perc.klw	consistent	0.41728689671382274	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	perc	3000	4	5	0	1.0	2459.0	log_perc_spl5_sd30_sd[Intercept]	1.0	2997.0	log_mem_spl5_sd30[53, Intercept]	-0.21119687620725155	log_mem_spl5_sd30 ~ log_mem_spl5_sd112	0.39767980442684403	True
log-spl5-perc	raw_evidence_sd	0.5024225561556658	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	perc	3000	4	5	0	1.0	1263.0	log_perc_spl5_sd30_sd[Intercept]	1.0	1697.0	log_mem_spl5_sd112[4, Intercept]	0.23679601154838031	log_mem_spl5_sd7 ~ log_mem_spl5_sd20	0.39767980442684403	True
log-spl5-percmem.klw	consistent	0.40050998616336636	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	percmem	3000	4	5	5	1.0	2326.0	log_mem_spl5_sd112_sd[Intercept]	1.0	2737.0	log_mem_spl5_sd112[4, Intercept]	-0.1768348350420695	log_mem_spl5_sd30 ~ log_mem_spl5_sd112	0.39767980442684403	True
log-spl5-percmem	raw_evidence_sd	0.530577274232049	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	spl5	percmem	3000	4	5	0	1.01	1024.0	log_perc_spl5_sd112_sd[Intercept]	1.0	1486.0	log_mem_spl5_sd112[9, Intercept]	0.2101685670518302	log_mem_spl5_sd7 ~ log_mem_spl5_sd20	0.39767980442684403	True
log-weber-mem.klw	consistent	0.3366683959962769	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	mem	3000	4	1	328	1.01	1175.0	log_mem_weber_sd_sd[stimulation_condition[T.vertex]]	1.01	785.0	log_risky_prior_mu[72, Intercept]	0.0		0.0	True
log-weber-mem	raw_evidence_sd	0.39388152952609534	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	mem	3000	4	1	0	1.0	3237.0	log_mem_weber_sd_sd[Intercept]	1.0	1592.0	log_mem_weber_sd[30, stimulation_condition[T.vertex]]	0.0		0.0	True
log-weber-n1.klw	consistent	0.30303863289372285	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n1	3000	4	1	131	1.0	3152.0	log_safe_prior_mu_mu[Intercept]	1.0	3221.0	log_safe_prior_sd[9, Intercept]	0.0		0.0	True
log-weber-n1	raw_evidence_sd	0.4397892939158802	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n1	3000	4	1	0	1.0	2394.0	log_n1_weber_sd_sd[Intercept]	1.0	2748.0	log_n1_weber_sd[9, stimulation_condition[T.vertex]]	0.0		0.0	True
log-weber-n1n2.klw	consistent	0.30547481580140595	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n1n2	3000	4	1	33	1.01	519.0	log_risky_prior_mu_sd[Intercept]	1.07	36.0	log_risky_prior_mu[25, Intercept]	0.0		0.0	True
log-weber-n1n2	raw_evidence_sd	0.43668741600641864	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n1n2	3000	4	1	1	1.0	3450.0	log_n1_weber_sd_sd[Intercept]	1.01	768.0	log_risky_prior_mu[30, Intercept]	0.0		0.0	True
log-weber-n1n2pmu	raw_evidence_sd	0.471409085201628	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n1n2pmu	3000	4	1	0	1.0	2615.0	log_n1_weber_sd_sd[Intercept]	1.0	4564.0	log_risky_prior_mu[30, Intercept]	0.0		0.0	True
log-weber-n1n2psd	raw_evidence_sd	0.5184892627635841	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n1n2psd	3000	4	1	1	1.0	2558.0	log_n1_weber_sd_sd[Intercept]	1.0	1076.0	log_risky_prior_mu[29, Intercept]	0.0		0.0	True
log-weber-n2.klw	consistent	0.2971950254452134	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n2	3000	4	1	151	1.02	188.0	log_risky_prior_mu_mu[Intercept]	1.09	34.0	log_safe_prior_mu[25, Intercept]	0.0		0.0	False
log-weber-n2	raw_evidence_sd	0.40946650161601666	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	n2	3000	4	1	2	1.0	1344.0	log_risky_prior_mu_sd[Intercept]	1.03	127.0	log_n2_weber_sd[25, stimulation_condition[T.vertex]]	0.0		0.0	True
log-weber-null.klw	consistent	0.44186282946255473	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	null	3000	4	1	49	1.0	4370.0	log_risky_prior_mu_sd[Intercept]	1.0	4727.0	log_risky_prior_mu[67, Intercept]	0.0		0.0	True
log-weber-null	raw_evidence_sd	0.5422677166349961	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	null	3000	4	1	0	1.0	5400.0	log_mem_weber_sd_sd[Intercept]	1.0	6407.0	log_risky_prior_mu[67, Intercept]	0.0		0.0	True
log-weber-nullind.klw	consistent	0.3819317758834086	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	nullind	3000	4	1	41	1.0	2638.0	log_safe_prior_mu_mu[Intercept]	1.0	1400.0	log_safe_prior_mu[30, Intercept]	0.0		0.0	True
log-weber-nullind	raw_evidence_sd	0.5530800630522886	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	nullind	3000	4	1	0	1.0	2901.0	log_n1_weber_sd_sd[Intercept]	1.0	2031.0	log_risky_prior_mu[30, Intercept]	0.0		0.0	True
log-weber-perc.klw	consistent	0.44728049173155365	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	perc	3000	4	1	284	1.0	913.0	log_perc_weber_sd_mu[stimulation_condition[T.vertex]]	1.01	383.0	log_safe_prior_sd[50, Intercept]	0.0		0.0	True
log-weber-perc	raw_evidence_sd	0.5184321544840469	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	perc	3000	4	1	2	1.0	4916.0	log_risky_prior_sd_mu[Intercept]	1.0	3668.0	log_risky_prior_mu[67, Intercept]	0.0		0.0	True
log-weber-percmem.klw	consistent	0.44367416995014347	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	percmem	3000	4	1	84	1.0	2388.0	log_mem_weber_sd_sd[Intercept]	1.0	1825.0	log_perc_weber_sd[29, stimulation_condition[T.vertex]]	0.0		0.0	True
log-weber-percmem	raw_evidence_sd	0.5111142860865054	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	percmem	3000	4	1	0	1.0	2532.0	log_mem_weber_sd_sd[Intercept]	1.0	4287.0	log_mem_weber_sd[50, stimulation_condition[T.vertex]]	0.0		0.0	True
log-weber-pmu	raw_evidence_sd	0.49944805834457057	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	pmu	3000	4	1	2	1.0	3571.0	log_n1_weber_sd_sd[Intercept]	1.0	3548.0	log_risky_prior_mu[67, Intercept]	0.0		0.0	True
log-weber-pmusd	raw_evidence_sd	0.5245143524748757	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	pmusd	3000	4	1	0	1.0	2951.0	log_n1_weber_sd_sd[Intercept]	1.0	3191.0	log_risky_prior_mu[67, Intercept]	0.0		0.0	True
log-weber-psd	raw_evidence_sd	0.5838832073451179	log_risky_prior_sd_mu ~ log_safe_prior_sd_mu	log	weber	psd	3000	4	1	0	1.0	1375.0	log_safe_prior_mu_mu[Intercept]	1.01	685.0	log_risky_prior_mu[29, Intercept]	0.0		0.0	True
